raw_id,lakeid,year4,sampledate,depth_range,division,taxa_name,gald,relative_total_biovolume,genus,cells_per_nu,nu_per_ml,cells_per_ml,biovolume_conc,biomass_conc,taxa_id
3,SSB,2019,1/8/2019,0m,Chlorophyta,Monomastix minuta,6,0.046321,Monomastix,1,63.5193,63.5193,897.9848,8.98E-04,1000538
4,SSB,2019,1/8/2019,0m,Chlorophyta,Schroederia judayi,20,0.030881,Schroederia,1,31.7596,31.7596,598.6565,5.99E-04,2491
5,SSB,2019,1/8/2019,0m,Chrysophyta,Chrysophyceae,4,2.972817,NA,1,1905.5785,1905.5785,57630.6015,0.0576306,1652
6,SSB,2019,1/8/2019,0m,Cryptophyta,Cryptomonas erosa,51.2,5.91767,Cryptomonas,1,11.5033,11.5033,114719.1008,0.1147191,3015
7,SSB,2019,1/8/2019,0m,Cyanophyta,Aphanocapsa elachista,28.3333,2.850225,Aphanocapsa,29.8333,1048.0682,31267.3325,55254.0497,0.05525405,4051
8,SSB,2019,1/8/2019,0m,Cyanophyta,Aphanothece nidulans,40,0.092643,Aphanothece,36,31.7596,1143.3471,1795.9665,0.00179597,4062
9,SSB,2019,1/8/2019,0m,Cyanophyta,Synechococcus elongatus,3,24.70488,Synechococcus,1,76223.1405,76223.1405,478925.2364,0.47892524,4321
10,SSB,2019,1/8/2019,0m,Cyanophyta,Synechocystis,1.5,0.002895,Synechocystis,1,31.7596,31.7596,56.1225,5.61E-05,4285
11,SSB,2019,1/8/2019,0m,Chlorophyta,Chlorogonium,72,60.592489,Chlorogonium,1,66.4638,66.4638,1174637.245,1.17463725,2110
12,SSB,2019,1/8/2019,0m,Miscellaneous,Miscellaneous,3,0.045706,NA,1,63.5193,63.5193,886.0495,8.86E-04,7140
13,SSB,2019,1/8/2019,0m,Pyrrhophyta,Gymnodinium sp. 2,10,0.274498,Gymnodinium,1,31.7596,31.7596,5321.3788,0.00532138,6033
14,SSB,2019,2/16/2019,0m,Chlorophyta,Chlorococcaceae,4.2,5.418823,NA,1,141.154,141.154,16363.245,0.01636325,2683
15,SSB,2019,2/16/2019,0m,Chlorophyta,Chlamydomonas,5.25,3.818141,Chlamydomonas,1,225.8463,225.8463,11529.659,0.01152966,2080
16,SSB,2019,2/16/2019,0m,Chlorophyta,Mucidosphaerium pulchellum,10,0.153525,Mucidosphaerium,4,28.2308,112.9232,463.5976,4.64E-04,2211
17,SSB,2019,2/16/2019,0m,Chrysophyta,Chrysophyceae,3.25,29.438167,NA,1,2202.0018,2202.0018,88894.5939,0.08889459,1652
18,SSB,2019,2/16/2019,0m,Cryptophyta,Cryptomonas erosa,36,4.595584,Cryptomonas,1,2.5563,2.5563,13877.3106,0.01387731,3015
19,SSB,2019,2/16/2019,0m,Cryptophyta,Rhodomonas minuta,8,0.626564,Rhodomonas,1,56.4616,56.4616,1892.0447,0.00189204,3043
20,SSB,2019,2/16/2019,0m,Cyanophyta,Aphanocapsa elachista,47.7778,18.828188,Aphanocapsa,29.2222,1101.0009,32173.669,56855.5773,0.05685558,4051
21,SSB,2019,2/16/2019,0m,Cyanophyta,Aphanothece nidulans,20,0.313286,Aphanothece,16,56.4616,903.3854,946.0252,9.46E-04,4062
22,SSB,2019,2/16/2019,0m,Cyanophyta,Pseudanabaena,12.4,0.546285,Pseudanabaena,3.6,169.3848,609.7851,1649.6212,0.00164962,4460
23,SSB,2019,2/16/2019,0m,Cyanophyta,Synechococcus elongatus,2,35.978702,Synechococcus,1,103748.1635,103748.1635,108645.0768,0.10864508,4321
24,SSB,2019,2/16/2019,0m,Haptophyta,Chrysochromulina parva,4,0.28274,Chrysochromulina,1,28.2308,28.2308,853.7867,8.54E-04,1731
25,SSB,2019,3/6/2019,0m,Chlorophyta,Chlamydomonas,5.75,3.916842,Chlamydomonas,1,112.9232,112.9232,8540.2552,0.00854026,2080
26,SSB,2019,3/6/2019,0m,Chrysophyta,Chrysophyceae,3.4286,33.171114,NA,1,2540.7713,2540.7713,72326.1054,0.07232611,1652
27,SSB,2019,3/6/2019,0m,Cyanophyta,Aphanocapsa elachista,30,21.23742,Aphanocapsa,22.1,1185.6933,26203.8219,46305.9474,0.04630595,4051
28,SSB,2019,3/6/2019,0m,Cyanophyta,Pseudanabaena,12,3.41679,Pseudanabaena,4,790.4622,3161.8488,7449.9481,0.00744995,4460
29,SSB,2019,3/6/2019,0m,Cyanophyta,Pseudanabaena limnetica,9,0.64065,Pseudanabaena,3,197.6155,592.8466,1396.8653,0.00139687,4172
30,SSB,2019,3/6/2019,0m,Cyanophyta,Synechococcus elongatus,3,24.40564,Synechococcus,1,33876.9513,33876.9513,53213.9152,0.05321392,4321
31,SSB,2019,3/6/2019,0m,Chlorophyta,Chlorogonium,56,13.211555,Chlorogonium,1,28.2308,28.2308,28806.3989,0.0288064,2110
32,SSB,2019,3/9/2019,0m,Chlorophyta,Actinastrum hantzschii,24,0.849892,Actinastrum,2,21.1731,42.3462,3831.3922,0.00383139,2021
33,SSB,2019,3/9/2019,0m,Chlorophyta,Chlamydomonas,6,1.962036,Chlamydomonas,1,84.6924,84.6924,8845.0433,0.00884504,2080
34,SSB,2019,3/9/2019,0m,Chrysophyta,Chrysophyceae,3.7143,25.316146,NA,1,3917.0225,3917.0225,114127.5426,0.11412754,1652
35,SSB,2019,3/9/2019,0m,Cryptophyta,Cryptomonas erosa,36,2.204222,Cryptomonas,1,1.2781,1.2781,9936.8397,0.00993684,3015
36,SSB,2019,3/9/2019,0m,Cyanophyta,Aphanocapsa elachista,28,5.907329,Aphanocapsa,18.25,825.7507,15069.9501,26630.79,0.02663079,4051
37,SSB,2019,3/9/2019,0m,Cyanophyta,Pseudanabaena,10.5,0.154928,Pseudanabaena,3.5,84.6924,296.4233,698.4326,6.98E-04,4460
38,SSB,2019,3/9/2019,0m,Cyanophyta,Synechococcus elongatus,2.5,7.654212,Synechococcus,1,26360.5028,26360.5028,34505.8981,0.0345059,4321
39,SSB,2019,3/9/2019,0m,Chlorophyta,Chlorogonium,90,55.951234,Chlorogonium,1,21.1731,21.1731,252233.3671,0.25223337,2110
40,SSB,2019,4/30/2019,0m,Bacillariophyta,Tabellaria flocculosa,74,6.78916,Tabellaria,1,56.4616,56.4616,300827.3278,0.30082733,1332
41,SSB,2019,4/30/2019,0m,Chlorophyta,Chlamydomonas,8,1.399386,Chlamydomonas,1,282.3079,282.3079,62006.7343,0.06200673,2080
42,SSB,2019,4/30/2019,0m,Chlorophyta,Monomastix minuta,6,0.018014,Monomastix,1,56.4616,56.4616,798.2087,7.98E-04,1000538
43,SSB,2019,4/30/2019,0m,Chlorophyta,Schroederia judayi,36.6667,0.056044,Schroederia,1,112.9232,112.9232,2483.3047,0.0024833,2491
44,SSB,2019,4/30/2019,0m,Chlorophyta,Scourfieldia cordiformis,5,0.041367,Scourfieldia,1,28.2308,28.2308,1832.9492,0.00183295,8491
45,SSB,2019,4/30/2019,0m,Chlorophyta,Ulothrix,200,10.007871,Ulothrix,13.3333,28.2308,376.4096,443448.2569,0.44344826,2590
46,SSB,2019,4/30/2019,0m,Chrysophyta,Chrysophyceae,5,3.584587,NA,1,3557.0799,3557.0799,158832.8655,0.15883287,1652
47,SSB,2019,4/30/2019,0m,Chrysophyta,Chrysophyceae,10.6667,1.198169,NA,1,84.6924,84.6924,53090.8063,0.05309081,1653
48,SSB,2019,4/30/2019,0m,Cryptophyta,Cryptomonas erosa,10,0.213501,Cryptomonas,1,56.4616,56.4616,9460.229,0.00946023,3015
49,SSB,2019,4/30/2019,0m,Cryptophyta,Rhodomonas minuta,8,0.02135,Rhodomonas,1,28.2308,28.2308,946.0223,9.46E-04,3043
50,SSB,2019,4/30/2019,0m,Cyanophyta,Aphanocapsa elachista,40,0.058546,Aphanocapsa,26,56.4616,1468.0012,2594.1727,0.00259417,4051
51,SSB,2019,4/30/2019,0m,Cyanophyta,Aphanothece nidulans,22,0.056616,Aphanothece,8.8571,254.0771,2250.3866,2508.656,0.00250866,4062
52,SSB,2019,4/30/2019,0m,Cyanophyta,Synechococcus elongatus,2.6667,1.507892,Synechococcus,1,47851.1938,47851.1938,66814.6218,0.06681462,4321
53,SSB,2019,4/30/2019,0m,Chlorophyta,Chlorogonium,79.1429,74.75927,Chlorogonium,1,734.0006,734.0006,3312579.554,3.31257955,2110
54,SSB,2019,4/30/2019,0m,Miscellaneous,Miscellaneous,12,0.288227,NA,1,56.4616,56.4616,12771.3114,0.01277131,7130
55,SSB,2020,1/7/2020,0m,Chlorophyta,Chlorococcaceae,5,0.674148,NA,1,127.0386,127.0386,8314.6488,0.00831465,2683
56,SSB,2020,1/7/2020,0m,Chlorophyta,Chlamydomonas,8.1111,8.733365,Chlamydomonas,1,666.9525,666.9525,107713.5591,0.10771356,2080
57,SSB,2020,1/7/2020,0m,Chlorophyta,Chlorogonium,60,64.718238,Chlorogonium,1,317.5964,317.5964,798206.8535,0.79820685,2110
58,SSB,2020,1/7/2020,0m,Chlorophyta,Oocystis parva,10,0.485387,Oocystis,1,31.7596,31.7596,5986.5528,0.00598655,2363
59,SSB,2020,1/7/2020,0m,Chlorophyta,Schroederia judayi,40,0.097077,Schroederia,1,127.0386,127.0386,1197.3131,0.00119731,2491
60,SSB,2020,1/7/2020,0m,Chrysophyta,Chrysophyceae,3.5,1.934565,NA,1,1079.8278,1079.8278,23860.0916,0.02386009,1652
61,SSB,2020,1/7/2020,0m,Cryptophyta,Cryptomonas erosa,36,0.458401,Cryptomonas,1,1.2781,1.2781,5653.7192,0.00565372,3015
62,SSB,2020,1/7/2020,0m,Cyanophyta,Aphanocapsa elachista,54.6667,11.484964,Aphanocapsa,42.7778,1873.8189,80157.8489,141650.588,0.14165059,4051
63,SSB,2020,1/7/2020,0m,Cyanophyta,Aphanothece nidulans,21,0.145616,Aphanothece,14,95.2789,1333.905,1795.9696,0.00179597,4062
64,SSB,2020,1/7/2020,0m,Cyanophyta,Cyanodictyon planctonicum,10,0.010786,Cyanodictyon,16,63.5193,1016.3085,133.0348,1.33E-04,1000080
65,SSB,2020,1/7/2020,0m,Cyanophyta,Pseudanabaena,9,0.145616,Pseudanabaena,3,254.0771,762.2314,1795.9696,0.00179597,4460
66,SSB,2020,1/7/2020,0m,Cyanophyta,Synechococcus elongatus,2.5,7.483064,Synechococcus,1,70506.405,70506.405,92292.8841,0.09229288,4321
67,SSB,2020,1/7/2020,0m,Cyanophyta,Synechocystis,1.5,0.00455,Synechocystis,1,31.7596,31.7596,56.1225,5.61E-05,4285
68,SSB,2020,1/7/2020,0m,Miscellaneous,Miscellaneous,12,2.070984,NA,1,63.5193,63.5193,25542.6221,0.02554262,7130
69,SSB,2020,1/7/2020,0m,Pyrrhophyta,Gymnodinium sp. 2,16,1.553238,Gymnodinium,1,31.7596,31.7596,19156.965,0.01915697,6033
70,SSB,2020,1/31/2020,0m,Chlorophyta,Chlorococcaceae,5,1.127734,NA,1,148.2117,148.2117,13192.5868,0.01319259,2683
71,SSB,2020,1/31/2020,0m,Chlorophyta,Chlamydomonas,7.5,10.274318,Chlamydomonas,1,931.6162,931.6162,120192.1796,0.12019218,2080
72,SSB,2020,1/31/2020,0m,Chlorophyta,Chlorogonium,75.6,62.151757,Chlorogonium,1,190.5579,190.5579,727070.6611,0.72707066,2110
73,SSB,2020,1/31/2020,0m,Chlorophyta,Oocystis parva,12,0.727815,Oocystis,1,21.1731,21.1731,8514.2074,0.00851421,2363
74,SSB,2020,1/31/2020,0m,Chlorophyta,Schroederia judayi,31.3333,0.21607,Schroederia,1,105.8655,105.8655,2527.6546,0.00252765,2491
75,SSB,2020,1/31/2020,0m,Chlorophyta,Scourfieldia cordiformis,7,0.622623,Scourfieldia,1,63.5193,63.5193,7283.6356,0.00728364,8491
76,SSB,2020,1/31/2020,0m,Chrysophyta,Chrysophyceae,3.5,3.119416,NA,1,1651.5014,1651.5014,36491.9047,0.0364919,1652
77,SSB,2020,1/31/2020,0m,Cryptophyta,Cryptomonas erosa,32,0.263615,Cryptomonas,1,0.6391,0.6391,3083.8468,0.00308385,3015
78,SSB,2020,1/31/2020,0m,Cyanophyta,Aphanocapsa elachista,32.8571,9.883077,Aphanocapsa,29.4286,2223.1749,65424.9258,115615.323,0.11561532,4051
79,SSB,2020,1/31/2020,0m,Cyanophyta,Aphanothece nidulans,12,0.030326,Aphanothece,8,42.3462,338.7695,354.7594,3.55E-04,4062
80,SSB,2020,1/31/2020,0m,Cyanophyta,Synechococcus elongatus,2.6667,1.781677,Synechococcus,1,14927.0317,14927.0317,20842.6143,0.02084261,4321
81,SSB,2020,1/31/2020,0m,Cyanophyta,Synechocystis,1.5,0.006397,Synechocystis,1,42.3462,42.3462,74.83,7.48E-05,4285
82,SSB,2020,1/31/2020,0m,Euglenophyta,Euglena,18,8.703454,Euglena,1,105.8655,105.8655,101815.7163,0.10181572,5020
83,SSB,2020,1/31/2020,0m,Pyrrhophyta,Gymnodinium sp. 2,16,1.091722,Gymnodinium,1,21.1731,21.1731,12771.31,0.01277131,6033
84,SSB,2020,2/14/2020,0m,Chlorophyta,Chlamydomonas,6.8,16.198454,Chlamydomonas,1,4636.9077,4636.9077,499619.3871,0.49961939,2080
85,SSB,2020,2/14/2020,0m,Chlorophyta,Chlorogonium,48,75.315181,Chlorogonium,1,1460.9435,1460.9435,2322994.876,2.32299488,2110
86,SSB,2020,2/14/2020,0m,Chlorophyta,Schroederia judayi,30,0.010352,Schroederia,1,21.1731,21.1731,319.2818,3.19E-04,2491
87,SSB,2020,2/14/2020,0m,Chrysophyta,Chrysophyceae,4,4.458647,NA,1,4128.7534,4128.7534,137520.9326,0.13752093,1652
88,SSB,2020,2/14/2020,0m,Cryptophyta,Cryptomonas erosa,24,0.033328,Cryptomonas,1,0.6391,0.6391,1027.9489,0.00102795,3015
89,SSB,2020,2/14/2020,0m,Cyanophyta,Aphanocapsa elachista,26.4,2.992378,Aphanocapsa,29.9,1746.7803,52228.7311,92295.8536,0.09229585,4051
90,SSB,2020,2/14/2020,0m,Cyanophyta,Aphanothece nidulans,30,0.025879,Aphanothece,36,21.1731,762.2314,798.2066,7.98E-04,4062
91,SSB,2020,2/14/2020,0m,Cyanophyta,Pseudanabaena,17.3333,0.074762,Pseudanabaena,5.7778,169.3848,978.6712,2305.9363,0.00230594,4460
92,SSB,2020,2/14/2020,0m,Cyanophyta,Synechococcus elongatus,2.3333,0.515773,Synechococcus,1,13021.4532,13021.4532,15908.3093,0.01590831,4321
93,SSB,2020,2/14/2020,0m,Euglenophyta,Euglena,10,0.375247,Euglena,1,63.5193,63.5193,11574.0011,0.011574,5020
94,SSB,2020,3/6/2020,0m,Chlorophyta,Chlamydomonas,6.6,11.193731,Chlamydomonas,1,1810.2996,1810.2996,178267.9846,0.17826798,2080
95,SSB,2020,3/6/2020,0m,Chlorophyta,Chlorogonium,49.2,82.985929,Chlorogonium,1,529.3274,529.3274,1321608.843,1.32160884,2110
96,SSB,2020,3/6/2020,0m,Chlorophyta,Schroederia judayi,26,0.07894,Schroederia,1,63.5193,63.5193,1257.1737,0.00125717,2491
97,SSB,2020,3/6/2020,0m,Chlorophyta,Scourfieldia cordiformis,6,0.56202,Scourfieldia,1,84.6924,84.6924,8950.5616,0.00895056,8491
98,SSB,2020,3/6/2020,0m,Chrysophyta,Mallomonas,20,0.891034,Mallomonas,1,21.1731,21.1731,14190.3435,0.01419034,1180
99,SSB,2020,3/6/2020,0m,Cyanophyta,Aphanocapsa delicatissima,24,0.011138,Aphanocapsa,16,21.1731,338.7695,177.3797,1.77E-04,4054
100,SSB,2020,3/6/2020,0m,Cyanophyta,Aphanocapsa elachista,33.25,2.401682,Aphanocapsa,35.25,614.0197,21644.1959,38248.4564,0.03824846,4051
101,SSB,2020,3/6/2020,0m,Cyanophyta,Aphanothece nidulans,30,0.019491,Aphanothece,14,21.1731,296.4233,310.4145,3.10E-04,4062
102,SSB,2020,3/6/2020,0m,Cyanophyta,Chroococcus minutus,12,0.030629,Chroococcus,4,21.1731,84.6924,487.7921,4.88E-04,4086
103,SSB,2020,3/6/2020,0m,Cyanophyta,Cyanodictyon planctonicum,25,0.002262,Cyanodictyon,13,21.1731,275.2502,36.0303,3.60E-05,1000080
104,SSB,2020,3/6/2020,0m,Cyanophyta,Synechococcus elongatus,3,1.096393,Synechococcus,1,11115.8747,11115.8747,17460.8159,0.01746082,4321
105,SSB,2020,3/6/2020,0m,Euglenophyta,Euglena,10,0.72675,Euglena,1,63.5193,63.5193,11574.0011,0.011574,5020
106,SSB,2020,5/5/2020,0m,Bacillariophyta,Asterionella formosa,104,0.003586,Asterionella,4,1.2781,5.1126,508.8713,5.09E-04,1021
107,SSB,2020,5/5/2020,0m,Bacillariophyta,Navicula cryptocephala,40,0.010187,Navicula,1,0.6391,0.6391,1445.5532,0.00144555,1214
108,SSB,2020,5/5/2020,0m,Chlorophyta,Chlorococcaceae,3.5,0.007109,NA,1,42.3462,42.3462,1008.8429,0.00100884,2683
109,SSB,2020,5/5/2020,0m,Chlorophyta,Chlamydomonas,9,1.531152,Chlamydomonas,1,741.0583,741.0583,217280.2975,0.2172803,2080
110,SSB,2020,5/5/2020,0m,Chlorophyta,Chlorogonium,95,95.905258,Chlorogonium,1,1291.5588,1291.5588,13609568.83,13.60956883,2110
111,SSB,2020,5/5/2020,0m,Chlorophyta,Monomastix minuta,5,0.003516,Monomastix,1,42.3462,42.3462,498.8805,4.99E-04,1000538
112,SSB,2020,5/5/2020,0m,Chlorophyta,Schroederia judayi,26.6667,0.047812,Schroederia,1,359.9426,359.9426,6784.7742,0.00678477,2491
113,SSB,2020,5/5/2020,0m,Chlorophyta,Scourfieldia cordiformis,6,0.011719,Scourfieldia,1,21.1731,21.1731,1662.9306,0.00166293,8491
114,SSB,2020,5/5/2020,0m,Chrysophyta,Chrysophyceae,7.3333,0.091817,NA,1,63.5193,63.5193,13029.3994,0.0130294,1653
115,SSB,2020,5/5/2020,0m,Chrysophyta,Chrysophyceae,3.8,0.680304,NA,1,3705.2916,3705.2916,96539.5187,0.09653952,1652
116,SSB,2020,5/5/2020,0m,Cryptophyta,Cryptomonas erosa,22,0.318118,Cryptomonas,1,42.3462,42.3462,45143.0322,0.04514303,3015
117,SSB,2020,5/5/2020,0m,Cryptophyta,Rhodomonas minuta,8,0.005,Rhodomonas,1,21.1731,21.1731,709.5168,7.10E-04,3043
118,SSB,2020,5/5/2020,0m,Cyanophyta,Aphanocapsa elachista,32,0.839567,Aphanocapsa,34.8,1937.3382,67419.3678,119139.9033,0.1191399,4051
119,SSB,2020,5/5/2020,0m,Cyanophyta,Aphanothece nidulans,25,6.25E-04,Aphanothece,16,42.3462,677.539,88.6899,8.87E-05,4062
120,SSB,2020,5/5/2020,0m,Cyanophyta,Cyanodictyon planctonicum,10,0.002812,Cyanodictyon,6,42.3462,254.0771,399.1044,3.99E-04,1000080
121,SSB,2020,5/5/2020,0m,Cyanophyta,Pseudanabaena,10,0.024609,Pseudanabaena,3.3333,444.635,1482.1018,3492.1632,0.00349216,4460
122,SSB,2020,5/5/2020,0m,Cyanophyta,Synechococcus elongatus,2.5,0.143552,Synechococcus,1,15562.2245,15562.2245,20370.9519,0.02037095,4321
123,SSB,2020,5/5/2020,0m,Euglenophyta,Euglena,10,0.1582,Euglena,1,105.8655,105.8655,22449.5675,0.02244957,5020
124,SSB,2020,5/5/2020,0m,Haptophyta,Chrysochromulina parva,4,0.004512,Chrysochromulina,1,21.1731,21.1731,640.34,6.40E-04,1731
125,SSB,2020,5/5/2020,0m,Miscellaneous,Miscellaneous,12,0.119997,NA,1,42.3462,42.3462,17028.4147,0.01702841,7130
126,SSB,2020,5/5/2020,0m,Pyrrhophyta,Durinskia,48,0.090548,Durinskia,1,0.6391,0.6391,12849.3617,0.01284936,1000997
